# Time-averaged data for fix printdipole
# TimeStep v_mytime v_totaldipolex v_totaldipoley v_totaldipolez
41060 10265.0000000000 0.0925035516 1.1425623252 -0.0762728930
41062 10265.5000000000 0.0849638002 1.2089113849 -0.0502177159
41064 10266.0000000000 0.0753021792 1.2151670758 -0.0458918437
41066 10266.5000000000 0.0558951019 1.2335546703 -0.0158373635
41068 10267.0000000000 0.0517069176 1.2454105211 -0.0136714750
41070 10267.5000000000 0.0205664658 1.2556153525 -0.0199700139
41072 10268.0000000000 0.0352917420 1.2496597953 -0.0117973758
41074 10268.5000000000 0.0151502866 1.2385432919 -0.0303453565
41076 10269.0000000000 0.0217305601 1.2131257577 -0.0104054101
41078 10269.5000000000 -0.0187167730 1.2066647759 -0.0408836561
41080 10270.0000000000 0.0195525539 1.1613316171 -0.0396472486
41082 10270.5000000000 0.0045192390 1.1453828592 -0.0589854185
41084 10271.0000000000 0.0436859594 1.1383736368 -0.0632366121
41086 10271.5000000000 0.0147545924 1.1227328566 -0.0818255946
41088 10272.0000000000 0.0293306787 1.0623433569 -0.0762071927
41090 10272.5000000000 0.0246626539 1.0724567775 -0.0833561828
41092 10273.0000000000 0.0628015404 1.0842624747 -0.0762592111
41094 10273.5000000000 0.0342690106 1.0698748311 -0.0735736055
41096 10274.0000000000 0.0513317579 1.0898332514 -0.0816213884
41098 10274.5000000000 0.0252321815 1.0659383812 -0.0617499627
41100 10275.0000000000 0.0362286696 1.0925195087 -0.0540214710
41102 10275.5000000000 0.0338178338 1.0999117610 -0.0440706512
41104 10276.0000000000 0.0369210763 1.0955501213 -0.0443458725
41106 10276.5000000000 0.0130695202 1.0951102425 -0.0471171599
41108 10277.0000000000 0.0285724102 1.0865113793 -0.0474765347
41110 10277.5000000000 0.0201164736 1.0353947366 -0.0405142023
41112 10278.0000000000 0.0441373930 1.0783232990 -0.0514602917
41114 10278.5000000000 0.0340104452 1.0158520033 -0.0806041025
41116 10279.0000000000 0.0769643144 0.9770115318 -0.0730485377
41118 10279.5000000000 0.0578379564 0.9690168828 -0.1150958143
41120 10280.0000000000 0.1030763621 0.9406088225 -0.0927171035
41122 10280.5000000000 0.0879014686 0.9238110658 -0.1426608889
41124 10281.0000000000 0.1214159232 0.8823243221 -0.1396857037
41126 10281.5000000000 0.1220340963 0.8709145763 -0.1736646208
41128 10282.0000000000 0.1243088228 0.9048230920 -0.1694510825
41130 10282.5000000000 0.1123728153 0.8749831760 -0.1794418285
41132 10283.0000000000 0.1136908367 0.8841608053 -0.1755286732
41134 10283.5000000000 0.0911742809 0.8963665779 -0.1931759576
41136 10284.0000000000 0.0956655204 0.9096273550 -0.1896704355
41138 10284.5000000000 0.0616393520 0.9134025526 -0.1836623819
41140 10285.0000000000 0.0586089352 0.9545030795 -0.1799126679
41142 10285.5000000000 0.0158393329 0.9077899776 -0.1647638064
41144 10286.0000000000 0.0276511013 0.9302907630 -0.1775444439
41146 10286.5000000000 0.0050214410 0.9149387804 -0.1620569888
41148 10287.0000000000 0.0069251124 0.9179322613 -0.1616881075
41150 10287.5000000000 -0.0092854780 0.9113675158 -0.1629300239
41152 10288.0000000000 -0.0007160187 0.8273920140 -0.1591548179
41154 10288.5000000000 -0.0280892304 0.8470651216 -0.1677824044
41156 10289.0000000000 0.0084880624 0.8375143777 -0.1806477668
41158 10289.5000000000 -0.0134146116 0.7872190633 -0.1783803958
41160 10290.0000000000 0.0134973968 0.7852634407 -0.2021014840
41162 10290.5000000000 -0.0179849871 0.7828238846 -0.2058678772
41164 10291.0000000000 -0.0145459922 0.7762459866 -0.2271752776
41166 10291.5000000000 -0.0197180096 0.7870630235 -0.2282766575
41168 10292.0000000000 -0.0091522722 0.7703670561 -0.2485209913
41170 10292.5000000000 -0.0449277545 0.8233045958 -0.2500963027
41172 10293.0000000000 -0.0400219531 0.8456727331 -0.2718347013
41174 10293.5000000000 -0.0824678654 0.8466982603 -0.2482750986
41176 10294.0000000000 -0.0554526985 0.8929106665 -0.2584294507
41178 10294.5000000000 -0.0897626463 0.8826621638 -0.2450812225
41180 10295.0000000000 -0.0615080150 0.9032994730 -0.2502383184
41182 10295.5000000000 -0.1187880530 0.9465651904 -0.2320202850
41184 10296.0000000000 -0.0850521233 0.9187881885 -0.2125307417
41186 10296.5000000000 -0.1075359320 0.9221088565 -0.1981501241
41188 10297.0000000000 -0.0684867824 0.8914481926 -0.1926824617
41190 10297.5000000000 -0.0916131331 0.9134077215 -0.1737642012
41192 10298.0000000000 -0.0705566785 0.9278926914 -0.1872758900
41194 10298.5000000000 -0.0822664954 0.8691885047 -0.1476529372
41196 10299.0000000000 -0.0606693016 0.8546611202 -0.1723200719
41198 10299.5000000000 -0.0750928357 0.8955367566 -0.1586184189
41200 10300.0000000000 -0.0575749435 0.8737460625 -0.1765587259
41202 10300.5000000000 -0.0668323618 0.8986574642 -0.1658521198
41204 10301.0000000000 -0.0667093869 0.9071452396 -0.1740081887
41206 10301.5000000000 -0.0828733168 0.9022149222 -0.1808605619
41208 10302.0000000000 -0.0841333021 0.9682853786 -0.1993754254
41210 10302.5000000000 -0.0871043681 0.9747359954 -0.1856902922
41212 10303.0000000000 -0.1002894956 0.9999795163 -0.1983585927
41214 10303.5000000000 -0.1073703788 1.0455660804 -0.1889532115
41216 10304.0000000000 -0.1111724569 1.0394197331 -0.1935674755
41218 10304.5000000000 -0.1373894528 1.0903370783 -0.1768322593
41220 10305.0000000000 -0.1238259891 1.1186433277 -0.1692645327
41222 10305.5000000000 -0.1280832199 1.0621046516 -0.1524126046
41224 10306.0000000000 -0.1446329217 1.1160058421 -0.1607672331
41226 10306.5000000000 -0.1448151430 1.1052770975 -0.1365711624
41228 10307.0000000000 -0.1592501901 1.1100341327 -0.1236709520
41230 10307.5000000000 -0.1500316459 1.0919591195 -0.1125412699
41232 10308.0000000000 -0.1587860353 1.0688250660 -0.0965567577
41234 10308.5000000000 -0.1648961458 1.0764354425 -0.1255320881
41236 10309.0000000000 -0.1683574587 1.0739795327 -0.1028011311
41238 10309.5000000000 -0.1614477047 1.0581863380 -0.1074470039
41240 10310.0000000000 -0.1807675257 1.0643328195 -0.1062311875
41242 10310.5000000000 -0.1628161389 1.0520042370 -0.1248668097
41244 10311.0000000000 -0.1670406170 1.0876666228 -0.1331681144
41246 10311.5000000000 -0.1594665844 1.0887973011 -0.1452765625
41248 10312.0000000000 -0.1665222443 1.1219005911 -0.1294006652
41250 10312.5000000000 -0.1412774507 1.0992364005 -0.1512620232
41252 10313.0000000000 -0.1485531315 1.1419940838 -0.1557851598
41254 10313.5000000000 -0.1196132437 1.1565411623 -0.1527903369
41256 10314.0000000000 -0.1332265753 1.1701694927 -0.1576565255
41258 10314.5000000000 -0.1037593172 1.1650408548 -0.1253933006
41260 10315.0000000000 -0.1217565500 1.1773037721 -0.1355996502
41262 10315.5000000000 -0.1088877378 1.1626630697 -0.1182292377
41264 10316.0000000000 -0.0851650212 1.1565367588 -0.1117347852
41266 10316.5000000000 -0.1048515678 1.1340083449 -0.0964024569
41268 10317.0000000000 -0.0920329885 1.1036341089 -0.0882519882
41270 10317.5000000000 -0.1045635171 1.1191145680 -0.0761151542
41272 10318.0000000000 -0.0871375778 1.0529577530 -0.0747122099
41274 10318.5000000000 -0.0931638703 1.0533106864 -0.0679358553
41276 10319.0000000000 -0.0878021769 1.0316598737 -0.0752367215
41278 10319.5000000000 -0.0793065080 0.9839058954 -0.0843810855
41280 10320.0000000000 -0.0686873835 1.0323245578 -0.0961925495
41282 10320.5000000000 -0.0534145838 1.0040991607 -0.0978687688
41284 10321.0000000000 -0.0420236610 0.9984166457 -0.1070718726
41286 10321.5000000000 -0.0250025162 1.0305246648 -0.1205065487
41288 10322.0000000000 -0.0009349884 1.0246509817 -0.1449907437
41290 10322.5000000000 0.0025523018 1.0923524967 -0.1360717532
41292 10323.0000000000 0.0399122077 1.0740781238 -0.1580704308
41294 10323.5000000000 0.0348551913 1.0982440461 -0.1287128029
41296 10324.0000000000 0.0534314358 1.1260620238 -0.1565865049
41298 10324.5000000000 0.0557967273 1.1376990557 -0.1423841913
41300 10325.0000000000 0.0881146009 1.1308906291 -0.1245801253
41302 10325.5000000000 0.0527538237 1.1620753521 -0.1179487694
41304 10326.0000000000 0.0738483485 1.1173226958 -0.1116618801
41306 10326.5000000000 0.0509808750 1.1247506281 -0.0990931987
41308 10327.0000000000 0.0915597704 1.0827151144 -0.1025881709
41310 10327.5000000000 0.0511911346 1.0716776742 -0.0802290841
41312 10328.0000000000 0.0791707551 1.0475709159 -0.0674288549
41314 10328.5000000000 0.0526585212 1.0225786368 -0.0861885190
41316 10329.0000000000 0.0774030916 0.9966921472 -0.0724378260
41318 10329.5000000000 0.0848844197 0.9965807082 -0.0882374179
41320 10330.0000000000 0.1024268820 0.9566468721 -0.0810711190
41322 10330.5000000000 0.1091733022 0.9720016173 -0.0918017015
41324 10331.0000000000 0.1292685986 0.9904860944 -0.1013077412
41326 10331.5000000000 0.1332383183 0.9780931147 -0.1120497885
41328 10332.0000000000 0.1803971339 0.9812943718 -0.0958133863
41330 10332.5000000000 0.1650188945 0.9890829906 -0.1190271147
41332 10333.0000000000 0.1850399374 1.0065010056 -0.1154029002
41334 10333.5000000000 0.1979869284 1.0097621396 -0.1230025449
41336 10334.0000000000 0.2036371407 0.9810532432 -0.1013939012
41338 10334.5000000000 0.2068622284 0.9863073755 -0.1025637214
41340 10335.0000000000 0.1924513983 0.9483805194 -0.0932268128
41342 10335.5000000000 0.1899332153 0.9317212814 -0.1033752974
41344 10336.0000000000 0.2024319963 0.9006316965 -0.0748256887
41346 10336.5000000000 0.1668987521 0.8580884717 -0.0747488817
41348 10337.0000000000 0.1800938840 0.8233052411 -0.0506649846
41350 10337.5000000000 0.1568278939 0.7510921560 -0.0722273416
41352 10338.0000000000 0.1526670405 0.7677929901 -0.0544300267
41354 10338.5000000000 0.1689956942 0.7084002980 -0.0658004624
41356 10339.0000000000 0.1491151902 0.7085656768 -0.0393634306
41358 10339.5000000000 0.1522942998 0.6903119993 -0.0794737888
41360 10340.0000000000 0.1564594057 0.6928829749 -0.0733244859
41362 10340.5000000000 0.1667889494 0.6980079371 -0.0991268076
41364 10341.0000000000 0.1849947698 0.7162496986 -0.0885139817
41366 10341.5000000000 0.1692593988 0.7438558205 -0.1120224839
41368 10342.0000000000 0.1797164591 0.8004267824 -0.1341828805
41370 10342.5000000000 0.1769004733 0.7847899753 -0.1494825849
41372 10343.0000000000 0.2027195455 0.8374105338 -0.1417677198
41374 10343.5000000000 0.1705529277 0.8397033731 -0.1584156811
41376 10344.0000000000 0.1917469559 0.8798309493 -0.1531671567
41378 10344.5000000000 0.1415240414 0.8668282092 -0.1837956253
41380 10345.0000000000 0.1706005452 0.8994924969 -0.1517117140
41382 10345.5000000000 0.1085756088 0.8724148041 -0.1598596723
41384 10346.0000000000 0.1433904782 0.8774775461 -0.1378154047
41386 10346.5000000000 0.0791284209 0.8497767820 -0.1459135564
41388 10347.0000000000 0.0922188070 0.8521439240 -0.1330062298
41390 10347.5000000000 0.0578551447 0.8544059710 -0.1228317442
41392 10348.0000000000 0.0649113082 0.8225939797 -0.0934648274
41394 10348.5000000000 0.0287384119 0.8366326861 -0.1137179079
41396 10349.0000000000 0.0513403945 0.8465976760 -0.0958027872
41398 10349.5000000000 0.0203355239 0.8477641416 -0.1053105689
41400 10350.0000000000 0.0577523093 0.8949166386 -0.0889565177
41402 10350.5000000000 0.0263217556 0.9158594846 -0.0977933449
41404 10351.0000000000 0.0664495549 0.9358469745 -0.1169133729
41406 10351.5000000000 0.0514057438 0.9780148658 -0.1271829256
41408 10352.0000000000 0.0896622407 0.9930521582 -0.1205125450
41410 10352.5000000000 0.0696801422 1.0642805153 -0.1359473731
41412 10353.0000000000 0.1147896505 1.0722811181 -0.1310620549
41414 10353.5000000000 0.0948309878 1.0850760728 -0.1581972872
41416 10354.0000000000 0.1275381724 1.1186346250 -0.1384739709
41418 10354.5000000000 0.1142379101 1.0996364390 -0.1548010901
41420 10355.0000000000 0.1332337235 1.1233948672 -0.1269942024
41422 10355.5000000000 0.1157876945 1.1257162100 -0.1378531195
41424 10356.0000000000 0.1437957909 1.1084537152 -0.1100952107
41426 10356.5000000000 0.1152911903 1.1077829282 -0.1114233540
41428 10357.0000000000 0.1488741147 1.0851225785 -0.0826357362
41430 10357.5000000000 0.1071493728 1.0944010999 -0.0811497645
41432 10358.0000000000 0.1295857733 1.0945249520 -0.0581554739
41434 10358.5000000000 0.1357256642 1.0957825282 -0.0590299324
41436 10359.0000000000 0.1277827048 1.1045642283 -0.0287704657
41438 10359.5000000000 0.1324788300 1.1328089948 -0.0396422444
41440 10360.0000000000 0.1444139662 1.1448219513 -0.0136681376
41442 10360.5000000000 0.1374553761 1.1698363545 -0.0193896162
41444 10361.0000000000 0.1752127493 1.2225020613 -0.0084990645
41446 10361.5000000000 0.1543554439 1.2440543655 -0.0051529015
41448 10362.0000000000 0.1816278863 1.2685475721 0.0069400014
41450 10362.5000000000 0.1795126399 1.3033557504 0.0052612064
41452 10363.0000000000 0.1926206906 1.3130134594 0.0348258509
41454 10363.5000000000 0.2042193299 1.3474741397 0.0275650566
41456 10364.0000000000 0.2039863761 1.3601261593 0.0620128413
41458 10364.5000000000 0.1966637961 1.3549575243 0.0627051888
41460 10365.0000000000 0.2080445732 1.3678894543 0.0974695908
41462 10365.5000000000 0.1905842630 1.3214827657 0.0979330693
41464 10366.0000000000 0.2068133388 1.3419531506 0.1480229988
41466 10366.5000000000 0.1760082249 1.3407273588 0.1487368355
41468 10367.0000000000 0.1820735335 1.3162990242 0.1799941064
41470 10367.5000000000 0.1724787850 1.2996795371 0.1967536570
41472 10368.0000000000 0.1613113889 1.2955532000 0.2141376884
41474 10368.5000000000 0.1475767673 1.2828623897 0.2323556463
41476 10369.0000000000 0.1580625054 1.3066618414 0.2614449370
41478 10369.5000000000 0.1314040022 1.2883335283 0.2448424716
41480 10370.0000000000 0.1627909771 1.2993279799 0.2872171288
41482 10370.5000000000 0.1373561765 1.3131207093 0.2709798768
41484 10371.0000000000 0.1581715925 1.2959432892 0.2914164558
41486 10371.5000000000 0.1535150030 1.3297527349 0.2958480580
41488 10372.0000000000 0.1825563528 1.3441113786 0.3037914739
41490 10372.5000000000 0.1845735150 1.3104423678 0.3017523821
41492 10373.0000000000 0.1921461617 1.3358390549 0.3175166688
41494 10373.5000000000 0.2024309050 1.3081023673 0.3028760943
41496 10374.0000000000 0.2100611551 1.2985322174 0.3271915978
41498 10374.5000000000 0.2345505637 1.2861537139 0.3155686649
41500 10375.0000000000 0.2247944140 1.2583417902 0.3311482069
41502 10375.5000000000 0.2293373694 1.2431982883 0.3307520292
41504 10376.0000000000 0.2211440404 1.1944377488 0.3311967968
41506 10376.5000000000 0.2302370409 1.1550208465 0.3425712316
41508 10377.0000000000 0.2205226630 1.1508140863 0.3375951345
41510 10377.5000000000 0.2138377303 1.1308703195 0.3483937567
41512 10378.0000000000 0.1998388643 1.0983723887 0.3496997522
41514 10378.5000000000 0.1871341887 1.0669432929 0.3441127609
41516 10379.0000000000 0.1871464932 1.0539288437 0.3628478371
41518 10379.5000000000 0.1874850443 1.0614712807 0.3618125779
41520 10380.0000000000 0.1744125881 1.0619726715 0.3631006728
41522 10380.5000000000 0.1589774380 1.0531995188 0.3621257707
41524 10381.0000000000 0.1868112147 1.0508936315 0.3674381249
41526 10381.5000000000 0.1487774203 1.0587823427 0.3544892179
41528 10382.0000000000 0.1765046190 1.0506699377 0.3826668589
41530 10382.5000000000 0.1617959731 1.0958937046 0.3595916704
41532 10383.0000000000 0.1560494878 1.0477047381 0.3891299099
41534 10383.5000000000 0.1619601373 1.0638790385 0.3530971369
41536 10384.0000000000 0.1474341538 1.0695740551 0.3751033454
41538 10384.5000000000 0.1474505406 1.0564885781 0.3443103016
41540 10385.0000000000 0.1414103859 1.0480326164 0.3777533838
41542 10385.5000000000 0.1242834010 1.0492122778 0.3303116229
41544 10386.0000000000 0.1189218616 1.0131176697 0.3590864077
41546 10386.5000000000 0.0983453420 1.0387184567 0.3122872015
41548 10387.0000000000 0.0862367723 1.0081029869 0.3350251276
41550 10387.5000000000 0.0763400001 0.9739948866 0.2991095970
41552 10388.0000000000 0.0638262699 0.9983279983 0.3191909866
41554 10388.5000000000 0.0619696637 0.9879472205 0.2875596613
41556 10389.0000000000 0.0214395441 0.9766802005 0.2947234254
41558 10389.5000000000 0.0368441045 0.9927603545 0.2644143385
41560 10390.0000000000 0.0245063213 0.9546579349 0.2795439844
41562 10390.5000000000 0.0184982453 0.9876907062 0.2622810755
41564 10391.0000000000 0.0101318285 1.0093410134 0.2624298059
41566 10391.5000000000 0.0133163943 0.9920273323 0.2468153678
41568 10392.0000000000 -0.0102031838 1.0048938495 0.2457738116
41570 10392.5000000000 0.0105796770 0.9827992545 0.2226543822
41572 10393.0000000000 -0.0016187468 1.0215800219 0.2455920529
41574 10393.5000000000 0.0046987650 1.0179077461 0.2080647070
41576 10394.0000000000 -0.0137962865 1.0394765682 0.2176322697
41578 10394.5000000000 -0.0030799498 0.9942997983 0.1760884113
41580 10395.0000000000 -0.0098735399 1.0256733401 0.1827269279
41582 10395.5000000000 -0.0069768697 1.0118759217 0.1562642337
41584 10396.0000000000 -0.0184439638 1.0267054185 0.1675800100
41586 10396.5000000000 -0.0223547694 1.0205052628 0.1127713575
41588 10397.0000000000 -0.0252159901 0.9945452920 0.1196185905
41590 10397.5000000000 -0.0375974439 1.0189864929 0.0597468911
41592 10398.0000000000 -0.0454203904 1.0254212135 0.0939437377
41594 10398.5000000000 -0.0456341457 1.0086524685 0.0391636180
41596 10399.0000000000 -0.0752911500 1.0441247547 0.0567873744
41598 10399.5000000000 -0.0830176280 1.0325755009 0.0024313366
41600 10400.0000000000 -0.1111589680 1.0569573910 0.0053770743
41602 10400.5000000000 -0.1030411505 1.0706578846 -0.0107697870
41604 10401.0000000000 -0.1400326367 1.0662801805 -0.0041881185
41606 10401.5000000000 -0.1505222741 1.1053075774 -0.0373527864
41608 10402.0000000000 -0.1666545928 1.1360350948 -0.0165371289
41610 10402.5000000000 -0.1907997612 1.1375684204 -0.0573274330
41612 10403.0000000000 -0.2056440199 1.1732605386 -0.0301824588
41614 10403.5000000000 -0.1949493341 1.1692542627 -0.0523788298
41616 10404.0000000000 -0.2203568942 1.2021717893 -0.0492703479
41618 10404.5000000000 -0.2217842512 1.2522128391 -0.0748498202
41620 10405.0000000000 -0.2326772990 1.2442874161 -0.0514948441
41622 10405.5000000000 -0.2361216008 1.2607275754 -0.0872065095
41624 10406.0000000000 -0.2287122530 1.2566471682 -0.0726351868
41626 10406.5000000000 -0.2451649469 1.2818719355 -0.0875901751
41628 10407.0000000000 -0.2493787582 1.3156797619 -0.1049881027
41630 10407.5000000000 -0.2497017325 1.2960884437 -0.0937422152
41632 10408.0000000000 -0.2702900561 1.3074833682 -0.1199006670
41634 10408.5000000000 -0.2732295233 1.2983982923 -0.1145392722
41636 10409.0000000000 -0.2984054061 1.2950651569 -0.1150272434
41638 10409.5000000000 -0.3098186131 1.3360852503 -0.1169680886
41640 10410.0000000000 -0.3355717088 1.2918348691 -0.1181656516
41642 10410.5000000000 -0.3488748980 1.3318617720 -0.1133258939
41644 10411.0000000000 -0.3514322020 1.2904781709 -0.1156005023
41646 10411.5000000000 -0.3948733472 1.3071647062 -0.0975772405
41648 10412.0000000000 -0.3910134291 1.3124692530 -0.0744941392
41650 10412.5000000000 -0.4028445861 1.3089785034 -0.0723335803
41652 10413.0000000000 -0.4158660490 1.2983944902 -0.0661732361
41654 10413.5000000000 -0.4153942657 1.3265078701 -0.0683313046
41656 10414.0000000000 -0.4154554135 1.2776734667 -0.0262610836
41658 10414.5000000000 -0.4090024815 1.3032910061 -0.0342469906
41660 10415.0000000000 -0.3897681468 1.2929340921 -0.0107306224
41662 10415.5000000000 -0.4133549244 1.2868337980 -0.0392600708
41664 10416.0000000000 -0.3747610983 1.2953729276 -0.0241967889
41666 10416.5000000000 -0.3935163740 1.2640829901 -0.0299652964
41668 10417.0000000000 -0.3564449462 1.2502761351 -0.0167293153
41670 10417.5000000000 -0.3784806488 1.2775353586 -0.0474360833
41672 10418.0000000000 -0.3844746900 1.2369139765 -0.0321553000
41674 10418.5000000000 -0.3813285936 1.2576980037 -0.0634863507
41676 10419.0000000000 -0.3975304108 1.2360152627 -0.0442297201
41678 10419.5000000000 -0.3956873287 1.2032361614 -0.0504867746
41680 10420.0000000000 -0.4109312718 1.2288057469 -0.0629152497
41682 10420.5000000000 -0.4550794559 1.2163719360 -0.0467446025
41684 10421.0000000000 -0.4354207206 1.2104345564 -0.0408327519
41686 10421.5000000000 -0.4569337628 1.2265126854 -0.0323098761
41688 10422.0000000000 -0.4660549447 1.1959959608 -0.0278182657
41690 10422.5000000000 -0.4660561253 1.2073615449 -0.0146216492
41692 10423.0000000000 -0.4740351866 1.2319378914 -0.0003495143
41694 10423.5000000000 -0.4589154463 1.2041656624 0.0241104816
41696 10424.0000000000 -0.4495497261 1.2435093043 0.0057837920
41698 10424.5000000000 -0.4426516755 1.2262856083 0.0246738544
41700 10425.0000000000 -0.4220208699 1.2241971239 0.0308081063
41702 10425.5000000000 -0.4076025586 1.2491205526 0.0326629716
41704 10426.0000000000 -0.3904516436 1.2494025638 0.0344208093
41706 10426.5000000000 -0.3758247629 1.2401902238 0.0131517528
41708 10427.0000000000 -0.3738196799 1.2616702884 0.0068277996
41710 10427.5000000000 -0.3454002626 1.2202015140 0.0135502344
41712 10428.0000000000 -0.3618504639 1.2556718298 -0.0074947998
41714 10428.5000000000 -0.3200025071 1.2255111103 0.0018933079
41716 10429.0000000000 -0.3679539836 1.2274631273 -0.0352013315
41718 10429.5000000000 -0.3169957825 1.2171549267 -0.0132139677
41720 10430.0000000000 -0.3374146075 1.2047733239 -0.0189393814
41722 10430.5000000000 -0.3043817636 1.1758157396 -0.0020896022
41724 10431.0000000000 -0.3193362566 1.1932394509 -0.0076774936
41726 10431.5000000000 -0.2935789426 1.1650778005 0.0157102961
41728 10432.0000000000 -0.2686729364 1.1641770881 0.0175931295
41730 10432.5000000000 -0.2330026611 1.1573491441 0.0555674150
41732 10433.0000000000 -0.2077928488 1.1270878667 0.0413217227
41734 10433.5000000000 -0.1785139622 1.1413295523 0.0869271444
41736 10434.0000000000 -0.1637198683 1.1470129183 0.0762790767
41738 10434.5000000000 -0.1022710452 1.1098995329 0.0952534106
41740 10435.0000000000 -0.0811963187 1.1465199147 0.0784135738
41742 10435.5000000000 -0.0401683668 1.0983526902 0.0928559867
41744 10436.0000000000 -0.0295438611 1.1067436771 0.0628037897
41746 10436.5000000000 -0.0039919685 1.1239673131 0.0826056072
41748 10437.0000000000 0.0031026586 1.0925539393 0.0294410440
41750 10437.5000000000 0.0267210140 1.0909814117 0.0400280191
41752 10438.0000000000 0.0121291027 1.0916768534 -0.0143350227
41754 10438.5000000000 0.0422680869 1.0522414836 0.0126261825
41756 10439.0000000000 0.0341241191 1.0838635529 -0.0248875419
41758 10439.5000000000 0.0298152242 1.0660292748 -0.0161951416
41760 10440.0000000000 0.0351358097 1.0436208209 -0.0335556333
41762 10440.5000000000 0.0430886283 1.0802346159 -0.0217368874
41764 10441.0000000000 0.0635268472 1.0469297170 -0.0043093097
41766 10441.5000000000 0.0705923461 1.0542416399 0.0021037734
41768 10442.0000000000 0.0826494174 1.0731647031 0.0195190277
41770 10442.5000000000 0.0865470772 1.0569932257 0.0384161797
41772 10443.0000000000 0.1236016325 1.0579394771 0.0521975228
41774 10443.5000000000 0.1509473476 1.0885373855 0.0703504303
41776 10444.0000000000 0.1523485959 1.0385942464 0.0722324475
41778 10444.5000000000 0.1590757208 1.0850312862 0.0737206725
41780 10445.0000000000 0.1592948307 1.0608151001 0.0696607450
41782 10445.5000000000 0.1868553232 1.0452261480 0.0581566681
41784 10446.0000000000 0.2011458541 1.0530778932 0.0471398407
41786 10446.5000000000 0.1797282338 1.0237347373 0.0037532906
41788 10447.0000000000 0.1775716462 1.0039072804 -0.0003177786
41790 10447.5000000000 0.1704403993 1.0256197225 -0.0405509403
41792 10448.0000000000 0.1923683169 0.9612266992 -0.0457369332
41794 10448.5000000000 0.1789355874 0.9905437628 -0.0872726607
41796 10449.0000000000 0.1956845605 0.9472079164 -0.0876116045
41798 10449.5000000000 0.1759023346 0.9501447978 -0.0948971788
41800 10450.0000000000 0.2095056726 0.9465609269 -0.0861546087
41802 10450.5000000000 0.2130547307 0.9248976518 -0.0915253745
41804 10451.0000000000 0.2430661355 0.9185322221 -0.0716589907
41806 10451.5000000000 0.2579322429 0.9330551267 -0.0614779782
41808 10452.0000000000 0.2753757862 0.9107893771 -0.0347469947
41810 10452.5000000000 0.3005377585 0.9103021078 -0.0115363182
41812 10453.0000000000 0.3062416822 0.9154234122 -0.0124041405
41814 10453.5000000000 0.3273044635 0.9001968452 0.0096320220
41816 10454.0000000000 0.3305535139 0.9087789257 0.0037878462
41818 10454.5000000000 0.3529032845 0.8866136972 0.0184087985
41820 10455.0000000000 0.3358513966 0.8649380664 -0.0034563184
41822 10455.5000000000 0.3396021521 0.8659921370 -0.0200714182
41824 10456.0000000000 0.3307655456 0.8452475724 -0.0540289255
41826 10456.5000000000 0.3262198346 0.8429507244 -0.0509461663
41828 10457.0000000000 0.3287089965 0.8280857691 -0.1065414013
41830 10457.5000000000 0.2885365422 0.8095309206 -0.1156446857
41832 10458.0000000000 0.2999831435 0.7892359073 -0.1446689485
41834 10458.5000000000 0.2786053563 0.7955748331 -0.1638846261
41836 10459.0000000000 0.2865328520 0.7987482529 -0.1622640018
41838 10459.5000000000 0.2917715741 0.7751994043 -0.1748655844
41840 10460.0000000000 0.2620476390 0.7907567508 -0.1754920773
41842 10460.5000000000 0.2707491392 0.7740825382 -0.1529192957
41844 10461.0000000000 0.2591297872 0.8031120554 -0.1439101513
41846 10461.5000000000 0.2662845498 0.7818970709 -0.1031458247
41848 10462.0000000000 0.2550555680 0.8008471997 -0.0874057202
41850 10462.5000000000 0.2464393710 0.7854192886 -0.0723233325
41852 10463.0000000000 0.2221267608 0.8009726070 -0.0369656264
41854 10463.5000000000 0.2231571413 0.7803177787 -0.0192299151
41856 10464.0000000000 0.1783581594 0.7993497877 -0.0044474900
41858 10464.5000000000 0.1808222662 0.7709776619 0.0085314718
41860 10465.0000000000 0.1285441746 0.7702601693 0.0077645736
41862 10465.5000000000 0.1197783668 0.7562626497 0.0100665139
41864 10466.0000000000 0.0865046655 0.7621980133 0.0134318761
41866 10466.5000000000 0.0738854770 0.7393444346 -0.0120211105
41868 10467.0000000000 0.0452549095 0.7311381905 0.0010277771
41870 10467.5000000000 0.0376735515 0.7348612041 -0.0327287308
41872 10468.0000000000 0.0128313021 0.7414116933 -0.0281181476
41874 10468.5000000000 0.0243549278 0.7046019867 -0.0294761263
41876 10469.0000000000 0.0042597513 0.7490414634 -0.0188600811
41878 10469.5000000000 0.0270422142 0.7038950339 -0.0213439261
41880 10470.0000000000 0.0323011814 0.7670632890 0.0051935147
41882 10470.5000000000 0.0386058133 0.7206703033 0.0110768281
41884 10471.0000000000 0.0356944248 0.7474958255 0.0467444581
41886 10471.5000000000 0.0463930950 0.7402983391 0.0766930483
41888 10472.0000000000 0.0587499252 0.7412796474 0.1029821747
41890 10472.5000000000 0.0502222297 0.7505113448 0.1352129621
41892 10473.0000000000 0.0739780290 0.7469282608 0.1673254909
41894 10473.5000000000 0.0303265158 0.7291615272 0.1842936924
41896 10474.0000000000 0.0579945381 0.7324826203 0.2204926096
41898 10474.5000000000 0.0152198840 0.7262478994 0.2186825055
41900 10475.0000000000 0.0381065831 0.7421280180 0.2339586094
